pref,Prefecture,Party,Year,Votes,Vote.Total,Actual.Voters,Eligible.Voters,vshare
13,Tokyo,2,2012,1008011,6537607,6668632,10720874,0.154186539509028
13,Tokyo,30,2012,1298309,6537607,6668632,10720874,0.198590860539644
13,Tokyo,1,2012,1626057,6537607,6668632,10720874,0.248723577296708
31,Tottori,98,2012,1267,293377,302562,480924,0.004318675288111
31,Tottori,5,2012,6964,293377,302562,480924,0.023737375458881
31,Tottori,31,2012,10305,293377,302562,480924,0.035125452915532
31,Tottori,24,2012,12878,293377,302562,480924,0.043895738248056
31,Tottori,4,2012,15276,293377,302562,480924,0.052069521468963
31,Tottori,30,2012,36622,293377,302562,480924,0.124829144752315
31,Tottori,3,2012,45950,293377,302562,480924,0.156624411593274
31,Tottori,2,2012,51573,293377,302562,480924,0.175790876585417
31,Tottori,1,2012,112542,293377,302562,480924,0.383608803689451
16,Toyama,98,2012,2170,496491,509886,896363,0.004370673385822
16,Toyama,31,2012,16710,496491,509886,896363,0.033656199206028
16,Toyama,4,2012,17411,496491,509886,896363,0.035068107981816
16,Toyama,5,2012,19314,496491,509886,896363,0.038901007269014
16,Toyama,24,2012,33102,496491,509886,896363,0.066671903418189
16,Toyama,3,2012,36794,496491,509886,896363,0.074108090579688
16,Toyama,2,2012,77481,496491,509886,896363,0.156057209496245
16,Toyama,30,2012,99923,496491,509886,896363,0.201258431673485
16,Toyama,1,2012,193586,496491,509886,896363,0.389908376989714
30,Wakayama,98,2012,1760,498420,514129,837801,0.003531158460736
30,Wakayama,5,2012,5077,498420,514129,837801,0.010186188355202
30,Wakayama,31,2012,16615,498420,514129,837801,0.033335339673368
30,Wakayama,24,2012,25444,498420,514129,837801,0.051049315838048
30,Wakayama,4,2012,34933,498420,514129,837801,0.070087476425505
30,Wakayama,2,2012,54337,498420,514129,837801,0.109018498455118
30,Wakayama,3,2012,78863,498420,514129,837801,0.158225994141487
30,Wakayama,30,2012,140661,498420,514129,837801,0.282213795594077
30,Wakayama,1,2012,140730,498420,514129,837801,0.282352233056458
6,Yamagata,98,2012,6944,596741,618538,954033,0.011636539135069
6,Yamagata,31,2012,26294,596741,618538,954033,0.044062667053211
6,Yamagata,4,2012,28219,596741,618538,954033,0.047288522156178
6,Yamagata,5,2012,31409,596741,618538,954033,0.052634224898239
6,Yamagata,24,2012,42763,596741,618538,954033,0.071660904814652
6,Yamagata,3,2012,58520,596741,618538,954033,0.098065995130216
6,Yamagata,2,2012,106152,596741,618538,954033,0.177886218644269
6,Yamagata,30,2012,112110,596741,618538,954033,0.187870449659065
6,Yamagata,1,2012,184330,596741,618538,954033,0.308894478509102
35,Yamaguchi,98,2012,2892,699266,715738,1192449,0.00413576521667
35,Yamaguchi,5,2012,13235,699266,715738,1192449,0.018926989157202
35,Yamaguchi,31,2012,29738,699266,715738,1192449,0.04252745021208
35,Yamaguchi,4,2012,33527,699266,715738,1192449,0.047945989079978
35,Yamaguchi,24,2012,37975,699266,715738,1192449,0.054306944710597
35,Yamaguchi,2,2012,90845,699266,715738,1192449,0.129914796372196
35,Yamaguchi,3,2012,95182,699266,715738,1192449,0.136117014126241
35,Yamaguchi,30,2012,105114,699266,715738,1192449,0.150320478902163
35,Yamaguchi,1,2012,290758,699266,715738,1192449,0.415804572222874
19,Yamanashi,98,2012,1872,430744,444064,697487,0.004345968835318
19,Yamanashi,5,2012,9089,430744,444064,697487,0.021100700183868
19,Yamanashi,31,2012,19565,430744,444064,697487,0.045421410396895
19,Yamanashi,4,2012,25777,430744,444064,697487,0.059842969373921
19,Yamanashi,3,2012,46089,430744,444064,697487,0.106998588488754
19,Yamanashi,24,2012,46529,430744,444064,697487,0.108020076890218
19,Yamanashi,2,2012,80379,430744,444064,697487,0.186605036866445
19,Yamanashi,30,2012,82878,430744,444064,697487,0.192406626673848
19,Yamanashi,1,2012,118566,430744,444064,697487,0.275258622290734
23,Aichi,98,2014,20894,3122731,3200459,5906225,0.006690938156377
23,Aichi,33,2014,53918,3122731,3200459,5906225,0.017266296712717
23,Aichi,34,2014,73769,3122731,3200459,5906225,0.023623232356549
23,Aichi,5,2014,74015,3122731,3200459,5906225,0.023702009555098
23,Aichi,4,2014,308100,3122731,3200459,5906225,0.098663637694057
23,Aichi,3,2014,370871,3122731,3200459,5906225,0.11876495285697
23,Aichi,35,2014,467987,3122731,3200459,5906225,0.149864653727779
23,Aichi,2,2014,735655,3122731,3200459,5906225,0.235580650398641
23,Aichi,1,2014,1017522,3122731,3200459,5906225,0.325843628541812
5,Akita,98,2014,1847,482765,498202,893613,0.003825878015183
5,Akita,34,2014,7642,482765,498202,893613,0.015829647965366
5,Akita,33,2014,10177,482765,498202,893613,0.021080650005696
5,Akita,5,2014,17956,482765,498202,893613,0.037194079935372
5,Akita,4,2014,37881,482765,498202,893613,0.078466748832248
5,Akita,3,2014,51634,482765,498202,893613,0.106954729526788
5,Akita,35,2014,84367,482765,498202,893613,0.174757904984827
5,Akita,2,2014,98285,482765,498202,893613,0.203587666877259
5,Akita,1,2014,172976,482765,498202,893613,0.35830269385726
2,Aomori,98,2014,2473,508174,528770,1129489,0.004866443383565
2,Aomori,34,2014,7800,508174,528770,1129489,0.015349073348892
2,Aomori,5,2014,11847,508174,528770,1129489,0.023312881021068
2,Aomori,33,2014,14776,508174,528770,1129489,0.029076654846568
2,Aomori,4,2014,54709,508174,528770,1129489,0.107658006903147
2,Aomori,3,2014,57564,508174,528770,1129489,0.113276161314825
2,Aomori,35,2014,71680,508174,528770,1129489,0.141054048416487
2,Aomori,2,2014,104139,508174,528770,1129489,0.204927839676961
2,Aomori,1,2014,183186,508174,528770,1129489,0.360478891088485
12,Chiba,98,2014,8912,2546805,2598488,5072628,0.003499286360754
12,Chiba,5,2014,46262,2546805,2598488,5072628,0.018164720110099
12,Chiba,33,2014,73170,2546805,2598488,5072628,0.028730114790885
12,Chiba,34,2014,90623,2546805,2598488,5072628,0.035583014796971
12,Chiba,4,2014,294117,2546805,2598488,5072628,0.115484695530282
12,Chiba,35,2014,353113,2546805,2598488,5072628,0.13864940582416
12,Chiba,3,2014,356477,2546805,2598488,5072628,0.139970276483673
12,Chiba,2,2014,462344,2546805,2598488,5072628,0.181538830024285
12,Chiba,1,2014,861787,2546805,2598488,5072628,0.338379656078891
38,Ehime,98,2014,3302,569970,584277,1173357,0.005793287366002
38,Ehime,5,2014,8601,569970,584277,1173357,0.015090267908837
38,Ehime,34,2014,25775,569970,584277,1173357,0.045221678333947
38,Ehime,4,2014,39376,569970,584277,1173357,0.069084337772164
38,Ehime,3,2014,87107,569970,584277,1173357,0.152827341789919
38,Ehime,35,2014,90539,569970,584277,1173357,0.158848711335684
38,Ehime,2,2014,113364,569970,584277,1173357,0.198894678667298
38,Ehime,1,2014,201906,569970,584277,1173357,0.354239696826149
18,Fukui,98,2014,2224,313093,322825,645723,0.007103320738567
18,Fukui,33,2014,4380,313093,322825,645723,0.013989453612824
18,Fukui,34,2014,5315,313093,322825,645723,0.016975786747069
18,Fukui,5,2014,6973,313093,322825,645723,0.022271337909184
18,Fukui,4,2014,22500,313093,322825,645723,0.071863631572728
18,Fukui,3,2014,30757,313093,322825,645723,0.098235987390328
18,Fukui,35,2014,48748,313093,322825,645723,0.155698147195881
18,Fukui,2,2014,48809,313093,322825,645723,0.155892977485923
18,Fukui,1,2014,143387,313093,322825,645723,0.457969357347497
40,Fukuoka,98,2014,11392,1958623,2013300,4125069,0.005816331167356
40,Fukuoka,33,2014,28575,1958623,2013300,4125069,0.014589331382303
40,Fukuoka,34,2014,41289,1958623,2013300,4125069,0.021080626542219
40,Fukuoka,5,2014,54015,1958623,2013300,4125069,0.027578048455471
40,Fukuoka,4,2014,204164,1958623,2013300,4125069,0.104238539014399
40,Fukuoka,35,2014,268430,1958623,2013300,4125069,0.13705036650749
40,Fukuoka,2,2014,314357,1958623,2013300,4125069,0.160498983214228
40,Fukuoka,3,2014,384611,1958623,2013300,4125069,0.196368060622182
40,Fukuoka,1,2014,651790,1958623,2013300,4125069,0.332779713094353
7,Fukushima,98,2014,3926,817388,845098,1609535,0.004803104523189
7,Fukushima,34,2014,12185,817388,845098,1609535,0.014907241114379
7,Fukushima,33,2014,17879,817388,845098,1609535,0.021873333104964
7,Fukushima,5,2014,26002,817388,845098,1609535,0.031811086044816
7,Fukushima,4,2014,82019,817388,845098,1609535,0.100342799258125
7,Fukushima,3,2014,92080,817388,845098,1609535,0.112651519229546
7,Fukushima,35,2014,113108,817388,845098,1609535,0.138377367908509
7,Fukushima,2,2014,223735,817388,845098,1609535,0.273719457589297
7,Fukushima,1,2014,246454,817388,845098,1609535,0.301514091227177
21,Gifu,98,2014,6171,855455,883020,1668766,0.007213704987404
21,Gifu,5,2014,12329,855455,883020,1668766,0.014412213383521
21,Gifu,33,2014,16460,855455,883020,1668766,0.019241222507321
21,Gifu,34,2014,28848,855455,883020,1668766,0.033722405035917
21,Gifu,4,2014,84756,855455,883020,1668766,0.099077099321414
21,Gifu,3,2014,102874,855455,883020,1668766,0.120256471702194
21,Gifu,35,2014,140452,855455,883020,1668766,0.164183972272066
21,Gifu,2,2014,167432,855455,883020,1668766,0.195722744036799
21,Gifu,1,2014,296133,855455,883020,1668766,0.346170166753365
10,Gunma,98,2014,4252,810339,836004,1616626,0.005247186671257
10,Gunma,33,2014,14456,810339,836004,1616626,0.017839447441133
10,Gunma,34,2014,18329,810339,836004,1616626,0.022618928621231
10,Gunma,5,2014,18693,810339,836004,1616626,0.023068123340972
10,Gunma,4,2014,90329,810339,836004,1616626,0.111470631427094
10,Gunma,3,2014,113434,810339,836004,1616626,0.139983389667781
10,Gunma,2,2014,119404,810339,836004,1616626,0.1473506766921
10,Gunma,35,2014,121537,810339,836004,1616626,0.149982908387724
10,Gunma,1,2014,309905,810339,836004,1616626,0.382438707750707
34,Hiroshima,98,2014,6026,1131190,1157341,2314027,0.00532713337282
34,Hiroshima,5,2014,27957,1131190,1157341,2314027,0.024714680999655
34,Hiroshima,34,2014,44453,1131190,1157341,2314027,0.039297553903411
34,Hiroshima,4,2014,107749,1131190,1157341,2314027,0.095252786888144
34,Hiroshima,35,2014,154404,1131190,1157341,2314027,0.136496963374853
34,Hiroshima,3,2014,182796,1131190,1157341,2314027,0.161596195157312
34,Hiroshima,2,2014,192740,1131190,1157341,2314027,0.170386937649732
34,Hiroshima,1,2014,415065,1131190,1157341,2314027,0.366927748654072
1,Hokkaido,34,2014,38342,2499864,2562156,4547668,0.01533763436731
1,Hokkaido,5,2014,53604,2499864,2562156,4547668,0.021442766486497
1,Hokkaido,98,2014,117121,2499864,2562156,4547668,0.046850948691609
1,Hokkaido,35,2014,247342,2499864,2562156,4547668,0.098942182454726
1,Hokkaido,4,2014,302251,2499864,2562156,4547668,0.120906977339567
1,Hokkaido,3,2014,307534,2499864,2562156,4547668,0.123020292303901
1,Hokkaido,2,2014,688922,2499864,2562156,4547668,0.275583791758272
1,Hokkaido,1,2014,744748,2499864,2562156,4547668,0.297915406598119
28,Hyogo,98,2014,11536,2254820,2306319,4535145,0.005116151178365
28,Hyogo,33,2014,28959,2254820,2306319,4535145,0.012843153777242
28,Hyogo,5,2014,38516,2254820,2306319,4535145,0.017081629575753
28,Hyogo,34,2014,52683,2254820,2306319,4535145,0.023364614470335
28,Hyogo,4,2014,260848,2254820,2306319,4535145,0.115684622275836
28,Hyogo,2,2014,301285,2254820,2306319,4535145,0.133618204557348
28,Hyogo,3,2014,320265,2254820,2306319,4535145,0.142035727907327
28,Hyogo,35,2014,538260,2254820,2306319,4535145,0.238715285477333
28,Hyogo,1,2014,702468,2254820,2306319,4535145,0.311540610780461
8,Ibaraki,98,2014,5985,1287222,1332110,2411708,0.004649547630479
8,Ibaraki,5,2014,22136,1287222,1332110,2411708,0.017196722865209
8,Ibaraki,34,2014,26098,1287222,1332110,2411708,0.020274669015912
8,Ibaraki,33,2014,26913,1287222,1332110,2411708,0.0209078154351
8,Ibaraki,4,2014,122146,1287222,1332110,2411708,0.094891168733909
8,Ibaraki,35,2014,170718,1287222,1332110,2411708,0.132625141583969
8,Ibaraki,3,2014,190742,1287222,1332110,2411708,0.148181121826693
8,Ibaraki,2,2014,228712,1287222,1332110,2411708,0.177678753159906
8,Ibaraki,1,2014,493772,1287222,1332110,2411708,0.383595059748823
17,Ishikawa,98,2014,3641,446527,461931,939612,0.008154042196776
17,Ishikawa,33,2014,7121,446527,461931,939612,0.015947523889933
17,Ishikawa,5,2014,7839,446527,461931,939612,0.017555489365705
17,Ishikawa,34,2014,8712,446527,461931,939612,0.019510578307695
17,Ishikawa,4,2014,33244,446527,461931,939612,0.074450145231979
17,Ishikawa,3,2014,43212,446527,461931,939612,0.096773543369158
17,Ishikawa,35,2014,53620,446527,461931,939612,0.12008232424915
17,Ishikawa,2,2014,101040,446527,461931,939612,0.226279709849572
17,Ishikawa,1,2014,188098,446527,461931,939612,0.421246643540032
3,Iwate,98,2014,3254,583119,606631,1078983,0.005580336089203
3,Iwate,34,2014,7400,583119,606631,1078983,0.01269037709284
3,Iwate,5,2014,28847,583119,606631,1078983,0.049470176756374
3,Iwate,3,2014,47085,583119,606631,1078983,0.080746811542755
3,Iwate,35,2014,47561,583119,606631,1078983,0.081563111474673
3,Iwate,4,2014,62846,583119,606631,1078983,0.107775599834682
3,Iwate,33,2014,99856,583119,606631,1078983,0.171244634457118
3,Iwate,2,2014,119121,583119,606631,1078983,0.204282487794087
3,Iwate,1,2014,167149,583119,606631,1078983,0.286646464958268
37,Kagawa,98,2014,2371,399896,414542,819924,0.005929041550803
37,Kagawa,34,2014,7913,399896,414542,819924,0.019787644787645
37,Kagawa,5,2014,15562,399896,414542,819924,0.038915117930662
37,Kagawa,4,2014,27266,399896,414542,819924,0.068182727509152
37,Kagawa,35,2014,41873,399896,414542,819924,0.104709724528377
37,Kagawa,3,2014,58187,399896,414542,819924,0.14550533138616
37,Kagawa,2,2014,92649,399896,414542,819924,0.231682737511753
37,Kagawa,1,2014,154075,399896,414542,819924,0.385287674795447
46,Kagoshima,98,2014,5165,674913,695178,1377390,0.007652838217667
46,Kagoshima,33,2014,8102,674913,695178,1377390,0.012004510210946
46,Kagoshima,34,2014,10869,674913,695178,1377390,0.016104297887283
46,Kagoshima,5,2014,27579,674913,695178,1377390,0.040863044570189
46,Kagoshima,4,2014,49352,674913,695178,1377390,0.073123498880597
46,Kagoshima,35,2014,96244,674913,695178,1377390,0.142602083527803
46,Kagoshima,2,2014,99976,674913,695178,1377390,0.148131685120897
46,Kagoshima,3,2014,116846,674913,695178,1377390,0.173127499396218
46,Kagoshima,1,2014,260780,674913,695178,1377390,0.386390542188401
14,Kanagawa,98,2014,12719,3893057,3979834,7386768,0.003267098324016
14,Kanagawa,5,2014,78392,3893057,3979834,7386768,0.020136360705738
14,Kanagawa,33,2014,92986,3893057,3979834,7386768,0.023885085679455
14,Kanagawa,34,2014,139395,3893057,3979834,7386768,0.035806051645275
14,Kanagawa,3,2014,468245,3893057,3979834,7386768,0.120276944313941
14,Kanagawa,4,2014,476309,3893057,3979834,7386768,0.12234832420897
14,Kanagawa,35,2014,644576,3893057,3979834,7386768,0.165570655656981
14,Kanagawa,2,2014,657974,3893057,3979834,7386768,0.169012167045075
14,Kanagawa,1,2014,1322461,3893057,3979834,7386768,0.339697312420548
39,Kochi,98,2014,1626,305540,317040,621991,0.00532172546966
39,Kochi,34,2014,5245,305540,317040,621991,0.017166328467631
39,Kochi,5,2014,5653,305540,317040,621991,0.018501669175885
39,Kochi,35,2014,27171,305540,317040,621991,0.088927799960725
39,Kochi,3,2014,52315,305540,317040,621991,0.171221444000785
39,Kochi,2,2014,58414,305540,317040,621991,0.191182823852851
39,Kochi,4,2014,62054,305540,317040,621991,0.20309615762257
39,Kochi,1,2014,93062,305540,317040,621991,0.304582051449892
43,Kumamoto,98,2014,5181,709280,738464,1475268,0.00730459057072
43,Kumamoto,33,2014,11019,709280,738464,1475268,0.015535472591924
43,Kumamoto,34,2014,15253,709280,738464,1475268,0.021504906383939
43,Kumamoto,5,2014,22194,709280,738464,1475268,0.031290886532822
43,Kumamoto,4,2014,57965,709280,738464,1475268,0.081723719828559
43,Kumamoto,2,2014,100070,709280,738464,1475268,0.1410867358448
43,Kumamoto,35,2014,105749,709280,738464,1475268,0.149093446875705
43,Kumamoto,3,2014,127653,709280,738464,1475268,0.179975468080307
43,Kumamoto,1,2014,264196,709280,738464,1475268,0.372484773291225
26,Kyoto,98,2014,4300,1040182,1064301,2087647,0.004133891953524
26,Kyoto,33,2014,11577,1040182,1064301,2087647,0.011129783057196
26,Kyoto,5,2014,14654,1040182,1064301,2087647,0.014087919229519
26,Kyoto,34,2014,19574,1040182,1064301,2087647,0.018817860720528
26,Kyoto,3,2014,116336,1040182,1064301,2087647,0.111841966117468
26,Kyoto,2,2014,179765,1040182,1064301,2087647,0.172820717912827
26,Kyoto,35,2014,189471,1040182,1064301,2087647,0.182151777285129
26,Kyoto,4,2014,193596,1040182,1064301,2087647,0.186117429449846
26,Kyoto,1,2014,310909,1040182,1064301,2087647,0.298898654273964
24,Mie,98,2014,4733,816709,838349,1491847,0.005795209799329
24,Mie,33,2014,10890,816709,838349,1491847,0.013334002686391
24,Mie,34,2014,13467,816709,838349,1491847,0.016489349327606
24,Mie,5,2014,15959,816709,838349,1491847,0.019540619731141
24,Mie,4,2014,72567,816709,838349,1491847,0.088852945173862
24,Mie,35,2014,115066,816709,838349,1491847,0.140889839587907
24,Mie,3,2014,121389,816709,838349,1491847,0.148631887245029
24,Mie,2,2014,209710,816709,838349,1491847,0.256774444753272
24,Mie,1,2014,252928,816709,838349,1491847,0.309691701695463
4,Miyagi,98,2014,4214,914340,936584,1904741,0.004608788853162
4,Miyagi,5,2014,25720,914340,936584,1904741,0.028129579806199
4,Miyagi,33,2014,26223,914340,936584,1904741,0.028679703392611
4,Miyagi,34,2014,28041,914340,936584,1904741,0.030668022836144
4,Miyagi,4,2014,97523,914340,936584,1904741,0.106659448345254
4,Miyagi,3,2014,116977,914340,936584,1904741,0.127935997550145
4,Miyagi,35,2014,128019,914340,936584,1904741,0.140012468009712
4,Miyagi,2,2014,193011,914340,936584,1904741,0.211093247588424
4,Miyagi,1,2014,294612,914340,936584,1904741,0.322212743618348
45,Miyazaki,98,2014,2116,448263,459644,922019,0.004720443132715
45,Miyazaki,33,2014,5248,448263,459644,922019,0.011707412835768
45,Miyazaki,34,2014,15936,448263,459644,922019,0.035550558489101
45,Miyazaki,5,2014,24447,448263,459644,922019,0.05453718018217
45,Miyazaki,4,2014,37774,448263,459644,922019,0.084267494751965
45,Miyazaki,35,2014,54738,448263,459644,922019,0.122111349810268
45,Miyazaki,2,2014,55417,448263,459644,922019,0.123626085579225
45,Miyazaki,3,2014,80544,448263,459644,922019,0.17968023236359
45,Miyazaki,1,2014,172043,448263,459644,922019,0.383799242855199
20,Nagano,98,2014,5522,943297,964773,1739240,0.005853935716959
20,Nagano,33,2014,16213,943297,964773,1739240,0.017187587790484
20,Nagano,34,2014,19154,943297,964773,1739240,0.020305375719418
20,Nagano,5,2014,26237,943297,964773,1739240,0.027814145491823
20,Nagano,3,2014,97608,943297,964773,1739240,0.103475363538737
20,Nagano,4,2014,140123,943297,964773,1739240,0.148546004068708
20,Nagano,35,2014,149102,943297,964773,1739240,0.158064745249905
20,Nagano,2,2014,243467,943297,964773,1739240,0.258102167185945
20,Nagano,1,2014,245871,943297,964773,1739240,0.260650675238022
42,Nagasaki,98,2014,2830,570885,589189,1152543,0.004957215551293
42,Nagasaki,34,2014,10092,570885,589189,1152543,0.017677816022491
42,Nagasaki,33,2014,12193,570885,589189,1152543,0.021358066861102
42,Nagasaki,5,2014,16481,570885,589189,1152543,0.028869211837761
42,Nagasaki,4,2014,42609,570885,589189,1152543,0.074636748206732
42,Nagasaki,35,2014,61542,570885,589189,1152543,0.107801045744765
42,Nagasaki,3,2014,102990,570885,589189,1152543,0.180404109409075
42,Nagasaki,2,2014,128626,570885,589189,1152543,0.225309825971956
42,Nagasaki,1,2014,193522,570885,589189,1152543,0.338985960394826
29,Nara,98,2014,2561,617138,634919,1142054,0.004149801178991
29,Nara,5,2014,9881,617138,634919,1142054,0.016011005642174
29,Nara,34,2014,10698,617138,634919,1142054,0.01733485865398
29,Nara,33,2014,10912,617138,634919,1142054,0.017681620642385
29,Nara,4,2014,68025,617138,634919,1142054,0.110226561968312
29,Nara,3,2014,78260,617138,634919,1142054,0.126811183236164
29,Nara,2,2014,87209,617138,634919,1142054,0.141311991807343
29,Nara,35,2014,133977,617138,634919,1142054,0.217094069721845
29,Nara,1,2014,215615,617138,634919,1142054,0.349378907148806
15,Niigata,98,2014,5309,995314,1018715,1933079,0.005333995101043
15,Niigata,34,2014,16707,995314,1018715,1933079,0.016785657591474
15,Niigata,5,2014,36566,995314,1018715,1933079,0.036738154994303
15,Niigata,33,2014,41021,995314,1018715,1933079,0.041214129410417
15,Niigata,3,2014,83223,995314,1018715,1933079,0.083614819042031
15,Niigata,4,2014,89794,995314,1018715,1933079,0.090216755717291
15,Niigata,35,2014,111609,995314,1018715,1933079,0.112134462089351
15,Niigata,2,2014,255327,995314,1018715,1933079,0.256529095340767
15,Niigata,1,2014,355758,995314,1018715,1933079,0.357432930713323
44,Oita,98,2014,3642,527828,546704,974572,0.006899974991853
44,Oita,33,2014,6871,527828,546704,974572,0.013017498124389
44,Oita,34,2014,8662,527828,546704,974572,0.016410648923513
44,Oita,4,2014,39940,527828,546704,974572,0.075668589010056
44,Oita,35,2014,55586,527828,546704,974572,0.105310820949249
44,Oita,5,2014,69082,527828,546704,974572,0.130879756284244
44,Oita,3,2014,80688,527828,546704,974572,0.152867979720667
44,Oita,2,2014,90920,527828,546704,974572,0.172253082443523
44,Oita,1,2014,172437,527828,546704,974572,0.326691649552506
33,Okayama,98,2014,4406,774713,792960,1567111,0.005687267413868
33,Okayama,5,2014,10361,774713,792960,1567111,0.013373984946684
33,Okayama,34,2014,42861,774713,792960,1567111,0.055325004227372
33,Okayama,4,2014,72725,774713,792960,1567111,0.093873473144248
33,Okayama,35,2014,115226,774713,792960,1567111,0.148733789158049
33,Okayama,2,2014,131399,774713,792960,1567111,0.169609907152713
33,Okayama,3,2014,139945,774713,792960,1567111,0.180641089022645
33,Okayama,1,2014,257790,774713,792960,1567111,0.332755484934421
47,Okinawa,98,2014,4355,557707,580116,1108856,0.007808759796811
47,Okinawa,34,2014,6411,557707,580116,1108856,0.011495283365638
47,Okinawa,33,2014,28525,557707,580116,1108856,0.051146928405059
47,Okinawa,2,2014,49665,557707,580116,1108856,0.089052136695433
47,Okinawa,35,2014,77262,557707,580116,1108856,0.13853510893713
47,Okinawa,4,2014,79711,557707,580116,1108856,0.142926303596691
47,Okinawa,5,2014,81705,557707,580116,1108856,0.146501657680467
47,Okinawa,3,2014,88626,557707,580116,1108856,0.15891139971347
47,Okinawa,1,2014,141447,557707,580116,1108856,0.253622421809301
27,Osaka,98,2014,12581,3532741,3607620,7119444,0.003561257391923
27,Osaka,33,2014,36006,3532741,3607620,7119444,0.010192085975168
27,Osaka,5,2014,48946,3532741,3607620,7119444,0.013854964176542
27,Osaka,34,2014,76540,3532741,3607620,7119444,0.021665896254495
27,Osaka,2,2014,293606,3532741,3607620,7119444,0.083109970416739
27,Osaka,4,2014,449059,3532741,3607620,7119444,0.127113479306861
27,Osaka,3,2014,596500,3532741,3607620,7119444,0.168849060828405
27,Osaka,1,2014,875897,3532741,3607620,7119444,0.247936941881672
27,Osaka,35,2014,1143606,3532741,3607620,7119444,0.323716343768196
41,Saga,98,2014,2618,382859,393343,680935,0.006838026531961
41,Saga,33,2014,4362,382859,393343,680935,0.01139322831643
41,Saga,34,2014,5453,382859,393343,680935,0.014242841359352
41,Saga,5,2014,11432,382859,393343,680935,0.029859556651404
41,Saga,4,2014,20939,382859,393343,680935,0.054691152617543
41,Saga,35,2014,36478,382859,393343,680935,0.095277896040057
41,Saga,3,2014,51466,382859,393343,680935,0.134425467339151
41,Saga,2,2014,105062,382859,393343,680935,0.274414340527453
41,Saga,1,2014,145049,382859,393343,680935,0.37885749061665
11,Saitama,98,2014,11135,3004496,3069722,5906854,0.003706112439491
11,Saitama,5,2014,56155,3004496,3069722,5906854,0.018690322769609
11,Saitama,33,2014,73191,3004496,3069722,5906854,0.024360491743041
11,Saitama,34,2014,104833,3004496,3069722,5906854,0.034892041793366
11,Saitama,4,2014,410583,3004496,3069722,5906854,0.136656197911397
11,Saitama,35,2014,422737,3004496,3069722,5906854,0.140701468732193
11,Saitama,3,2014,453571,3004496,3069722,5906854,0.150964088486056
11,Saitama,2,2014,535010,3004496,3069722,5906854,0.178069799393975
11,Saitama,1,2014,937281,3004496,3069722,5906854,0.311959476730873
25,Shiga,98,2014,2978,591050,602236,1119712,0.00503849082142
25,Shiga,33,2014,5621,591050,602236,1119712,0.009510193723035
25,Shiga,5,2014,7713,591050,602236,1119712,0.013049657389392
25,Shiga,34,2014,9383,591050,602236,1119712,0.015875137467219
25,Shiga,3,2014,51874,591050,602236,1119712,0.08776584045343
25,Shiga,4,2014,67057,591050,602236,1119712,0.113454022502326
25,Shiga,35,2014,108748,591050,602236,1119712,0.183991202097961
25,Shiga,2,2014,135324,591050,602236,1119712,0.228955249132899
25,Shiga,1,2014,202352,591050,602236,1119712,0.342360206412317
32,Shimane,98,2014,2025,333857,343157,579362,0.006065471144831
32,Shimane,34,2014,6036,333857,343157,579362,0.018079596953187
32,Shimane,5,2014,14811,333857,343157,579362,0.044363305247456
32,Shimane,4,2014,32106,333857,343157,579362,0.096166921765906
32,Shimane,35,2014,32918,333857,343157,579362,0.098599100812623
32,Shimane,3,2014,50908,333857,343157,579362,0.152484446933867
32,Shimane,2,2014,55712,333857,343157,579362,0.166873841195482
32,Shimane,1,2014,139341,333857,343157,579362,0.417367315946648
22,Shizuoka,98,2014,9631,1654551,1699086,3055970,0.005820914556275
22,Shizuoka,33,2014,25078,1654551,1699086,3055970,0.015156982166159
22,Shizuoka,5,2014,25828,1654551,1699086,3055970,0.015610277350169
22,Shizuoka,34,2014,30996,1654551,1699086,3055970,0.018733783364792
22,Shizuoka,4,2014,153272,1654551,1699086,3055970,0.092636612591573
22,Shizuoka,3,2014,208955,1654551,1699086,3055970,0.12629106023326
22,Shizuoka,35,2014,240735,1654551,1699086,3055970,0.145498688163737
22,Shizuoka,2,2014,378967,1654551,1699086,3055970,0.22904522133195
22,Shizuoka,1,2014,581089,1654551,1699086,3055970,0.351206460242084
9,Tochigi,98,2014,3617,785812,813037,1622746,0.004602882114297
9,Tochigi,5,2014,12054,785812,813037,1622746,0.015339546863626
9,Tochigi,33,2014,16453,785812,813037,1622746,0.020937577944852
9,Tochigi,34,2014,18372,785812,813037,1622746,0.023379637877762
9,Tochigi,4,2014,63835,785812,813037,1622746,0.081234442843835
9,Tochigi,35,2014,101022,785812,813037,1622746,0.128557466671418
9,Tochigi,3,2014,110355,785812,813037,1622746,0.140434353254977
9,Tochigi,2,2014,166476,785812,813037,1622746,0.211852198744738
9,Tochigi,1,2014,293628,785812,813037,1622746,0.373661893684494
36,Tokushima,5,2014,3441,294622,304003,644012,0.01167937221253
36,Tokushima,98,2014,3463,294622,304003,644012,0.011754044165066
36,Tokushima,34,2014,5582,294622,304003,644012,0.018946310866127
36,Tokushima,4,2014,30152,294622,304003,644012,0.102341305129963
36,Tokushima,35,2014,41299,294622,304003,644012,0.140176225807984
36,Tokushima,3,2014,50167,294622,304003,644012,0.17027581103923
36,Tokushima,2,2014,62376,294622,304003,644012,0.211715350516934
36,Tokushima,1,2014,98142,294622,304003,644012,0.333111580262166
13,Tokyo,98,2014,34245,5763396,5897879,10850600,0.005941809308262
